restaurant,items,price,date
Firangi Bake (DLF City Court),Minty Chaas,28.0,2019-04-17
Cake Walk,Choco Truffle Cake,650.0,2019-04-17
Cake Walk,Choco Devine Cake,700.0,2019-04-17
Rollmaal (Sector 50),Make Your Veg Rolls [9 inches],0.0,2019-04-17
Rollmaal (Sector 50),Egg Roll,110.0,2019-04-17
Ovenstory Pizza (Sushant Lok),Big Western Pizza,504.0,2019-04-17
Ovenstory Pizza (Sushant Lok),Famous Five Pizza,457.0,2019-04-17
MR WAFFLE,White Chocolate Chip Waffle,145.0,2019-04-17
MR WAFFLE,Chunky Chocolate Chip Waffle,145.0,2019-04-17
Firangi Bake (DLF City Court),Hazelnut Brownie (Pack of 2),209.0,2019-04-17
Firangi Bake (DLF City Court),Hazelnut Brownie (Pack Of 1),104.0,2019-04-17
Cake Walk,Choco Devil Cake,700.0,2019-04-17
Cake Walk,Choco Chip Cake,700.0,2019-04-17
Rollmaal (Sector 50),Street Style Chicken Roll,130.0,2019-04-17
Rollmaal (Sector 50),Hara Mattar Kebab Roll,100.0,2019-04-17
Ovenstory Pizza (Sushant Lok),Classic Margherita,276.0,2019-04-17
Ovenstory Pizza (Sushant Lok),Corn Veggie Delight Pizza,342.0,2019-04-17
MR WAFFLE,Maple Pancake,120.0,2019-04-17
MR WAFFLE,Chocolate Pancake,120.0,2019-04-17
Firangi Bake (DLF City Court),Indulgence Brownie (Pack of 1),104.0,2019-04-17
Firangi Bake (DLF City Court),Indulgence Brownie (Pack of 2),209.0,2019-04-17
Cake Walk,Chocolate Walnut Love Cake,700.0,2019-04-17
Cake Walk,Chocolate Caramel Love Cake,700.0,2019-04-17
Rollmaal (Sector 50),Cheesy Chicken Roll,215.0,2019-04-17
Rollmaal (Sector 50),Veg Cheesy Roll,190.0,2019-04-17
Ovenstory Pizza (Sushant Lok),Veg Overload Pizza,428.0,2019-04-17
Ovenstory Pizza (Sushant Lok),Exotica Paneer Pizza,457.0,2019-04-17
MR WAFFLE,Banana Caramel Pancake,130.0,2019-04-17
MR WAFFLE,Nutella Pancake,150.0,2019-04-17
Firangi Bake (DLF City Court),Chickpea Nuggets with Mayo Dip,142.0,2019-04-17
Firangi Bake (DLF City Court),Grilled Chicken Nuggets with Mayo Dip,190.0,2019-04-17
Ovenstory Pizza (Sikanderpur),Farmfresh Supreme,457.0,2019-04-17
Cake Walk,Chocolate Marble Fantasy Cake,700.0,2019-04-17
Cake Walk,Chocolate Vs Fruit Cake,700.0,2019-04-17
Rollmaal (Sector 50),LCM  Roll [Chicken],215.0,2019-04-17
Rollmaal (Sector 50),Crispy Paneer Roll,190.0,2019-04-17
Ovenstory Pizza (Sushant Lok),Spanish Sunshine,428.0,2019-04-17
Ovenstory Pizza (Sushant Lok),Chicken Delight Pizza,380.0,2019-04-17
MR WAFFLE,Nutella Strawberry Pancake,150.0,2019-04-17
MR WAFFLE,Oreo Pancake,150.0,2019-04-17
Firangi Bake (DLF City Court),Veg Mac N Cheese,252.0,2019-04-17
Firangi Bake (DLF City Court),Kheema Meatball Mac N Cheese,276.0,2019-04-17
Ovenstory Pizza (Sikanderpur),Middle Eastern Supreme,457.0,2019-04-17
Ovenstory Pizza (Sikanderpur),Chicken Tikka & Kheema,457.0,2019-04-17
Chai Garam,Bun Samosa,95.0,2019-04-17
Subway (Sushant Arcade),Pizziola Footlong,325.0,2019-04-17
Cake Walk,Choco Rum Cake,700.0,2019-04-17
Cake Walk,Mocha Cake,700.0,2019-04-17
Rollmaal (Sector 50),Bengal Kathi Style Chicken Roll,185.0,2019-04-17
Rollmaal (Sector 50),Caferal Chicken Roll,200.0,2019-04-17
Ovenstory Pizza (Sushant Lok),Double Chicken Feast Pizza,457.0,2019-04-17
Ovenstory Pizza (Sushant Lok),Smoked Chicken Sausage Pizza,323.0,2019-04-17
MR WAFFLE,Hot Brownie Pancake,170.0,2019-04-17
MR WAFFLE,Ferrero Rocher Pancake,190.0,2019-04-17
Firangi Bake (DLF City Court),Butter Chicken Mac N Cheese,276.0,2019-04-17
Firangi Bake (DLF City Court),Kheema Sausage Mac N Cheese,280.0,2019-04-17
Ovenstory Pizza (Sikanderpur),Kheema & Sausage Pizza,457.0,2019-04-17
Chai Garam,Poha,95.0,2019-04-17
Subway (Sushant Arcade),Chicken Tandoori Footlong,347.0,2019-04-17
Qwinnys,Veg Wonton Soup,265.0,2019-04-17
Rollmaal (Sector 50),Chettinad Southy Mind it Chicken Roll,200.0,2019-04-17
Rollmaal (Sector 50),Chicken Kurchan Roll,200.0,2019-04-17
Ovenstory Pizza (Sushant Lok),Corn & Olives Garlic Bruschetta,152.0,2019-04-17
MR WAFFLE,Chocolate Lover Shake,99.0,2019-04-17
Firangi Bake (DLF City Court),Paneer Tikka & Roasted Veggies Mac & Cheese,280.0,2019-04-17
Firangi Bake (DLF City Court),Veg and Non Veg Quesadillas for 2,329.0,2019-04-17
Ovenstory Pizza (Sikanderpur),Mutton Overload Pizza,542.0,2019-04-17
Chai Garam,Samosa,39.0,2019-04-17
Subway (Sushant Arcade),Chicken Slice Footlong,347.0,2019-04-17
Qwinnys,Veg Tom Kha Soup,255.0,2019-04-17
Rollmaal (Sector 50),Chilli Chicken Roll,200.0,2019-04-17
Ovenstory Pizza (Sushant Lok),Chicken Salami Garlic Bruschetta,180.0,2019-04-17
Ovenstory Pizza (Sushant Lok),Cheese Dip (20 gm),23.0,2019-04-17
MR WAFFLE,Cold Coffee Temptation Shake,99.0,2019-04-17
Firangi Bake (DLF City Court),Veg Quesadillas For 2,329.0,2019-04-17
Ovenstory Pizza (Sikanderpur),Picante Paneer Pizza,504.0,2019-04-17
Chai Garam,Bun Maska,60.0,2019-04-17
Speedy Chow (Sector 50),Tibetian Style Chicken Momos,190.0,2019-04-17
Subway (Sushant Arcade),Tuna Footlong,371.0,2019-04-17
Qwinnys,Veg Tom Yum Soup,255.0,2019-04-17
Rollmaal (Sector 50),Veg Paneer Kurchan Roll,175.0,2019-04-17
Theobroma (Sector 24),Hot Cross Bun,55.0,2019-04-17
Ovenstory Pizza (Sushant Lok),4 Cheese Dips Combo,85.0,2019-04-17
MR WAFFLE,Magical Temptation Shake,99.0,2019-04-17
MR WAFFLE,Mango Magic Shake,99.0,2019-04-17
Firangi Bake (DLF City Court),Non-Veg Quesadillas For 2,329.0,2019-04-17
Ovenstory Pizza (Sikanderpur),Maharaja Veg Pizza,504.0,2019-04-17
Ovenstory Pizza (Sikanderpur),Chicken Maximus Pizza,523.0,2019-04-17
Chai Garam,Butter Toast,50.0,2019-04-17
Speedy Chow (Sector 50),Tibetian Style Veg Momos,170.0,2019-04-17
Subway (Sushant Arcade),Italian B.M.T. Footlong,371.0,2019-04-17
Qwinnys,Veg Sweet Corn Soup,255.0,2019-04-17
Rollmaal (Sector 50),Veg Tatatak Roll,175.0,2019-04-17
Theobroma (Sector 24),Chocolate Easter Egg (milk),140.0,2019-04-17
Theobroma (Sector 24),Marzipan Easter Egg,140.0,2019-04-17
Ovenstory Pizza (Sushant Lok),Peri Peri Cheese Dip (20gm),23.0,2019-04-17
Ovenstory Pizza (Sushant Lok),Chipotle Cheese Dip (20gm),23.0,2019-04-17
MR WAFFLE,Naughty Strawberry Shake,99.0,2019-04-17
Firangi Bake (DLF City Court),Chicken Lasagne Combo for 1,299.0,2019-04-17
Firangi Bake (DLF City Court),Veg Lasagne Combo for 1,249.0,2019-04-17
Ovenstory Pizza (Sikanderpur),Non-veg Paradise Pizza,504.0,2019-04-17
Chai Garam,Bhel Puri,110.0,2019-04-17
Speedy Chow (Sector 50),Hot and Sour Chicken Soup,145.0,2019-04-17
Speedy Chow (Sector 50),Manchow Chicken Soup,145.0,2019-04-17
Subway (Sushant Arcade),Subway Club Footlong,371.0,2019-04-17
Subway (Sushant Arcade),Chicken Teriyaki Footlong,371.0,2019-04-17
Qwinnys,Tom Kha Soup,265.0,2019-04-17
Qwinnys,Wonton Soup,265.0,2019-04-17
Rollmaal (Sector 50),Tatatak Chicken Roll,200.0,2019-04-17
Rollmaal (Sector 50),Veg Awadhi Korma Roll,175.0,2019-04-17
Theobroma (Phase 4),Hot Cross Bun,55.0,2019-04-17
Faasos (DLF Phase 2),Masala Paneer Tikka Wrap,133.0,2019-04-17
Faasos (Sushant Lok),Masala Paneer Tikka Wrap,133.0,2019-04-17
Theobroma (Sector 24),Simnel Bites,260.0,2019-04-17
Theobroma (Sector 24),Easter Cookies,60.0,2019-04-17
Ovenstory Pizza (Sushant Lok),Corn & Olives Mac N Cheese,104.0,2019-04-17
Ovenstory Pizza (Sushant Lok),Chicken Sausage Mac N Cheese,114.0,2019-04-17
Speedy Chow (DLF City Phase 4),Tibetian Style Chicken Momos,190.0,2019-04-17
MR WAFFLE,Mint Oreo Crumble Shake,99.0,2019-04-17
MR WAFFLE,Haze Hazelnut Shake,99.0,2019-04-17
Ovenstory Pizza (Sikanderpur),Big Western Pizza,504.0,2019-04-17
Ovenstory Pizza (Sikanderpur),Famous Five Pizza,457.0,2019-04-17
Chai Garam,Fruit Chaat,120.0,2019-04-17
Chai Garam,Plain Omelette,70.0,2019-04-17
Speedy Chow (Sector 50),Sweet Corn Chicken Soup,145.0,2019-04-17
Speedy Chow (Sector 50),Veg Hot and Sour Soup,125.0,2019-04-17
Subway (Sushant Arcade),Spicy Italian Footlong,390.0,2019-04-17
Subway (Sushant Arcade),Chicken Tikka Footlong,347.0,2019-04-17
Qwinnys,Tom Yum Soup,265.0,2019-04-17
Qwinnys,Sweet Corn Soup,265.0,2019-04-17
Rollmaal (Sector 50),Veg Cafreal Roll,175.0,2019-04-17
Rollmaal (Sector 50),Veg Chilli Paneer Roll,175.0,2019-04-17
Theobroma (Phase 4),Chocolate Easter Egg (milk),140.0,2019-04-17
Theobroma (Phase 4),Marzipan Easter Egg,140.0,2019-04-17
Faasos (DLF Phase 2),Barbecue Chicken Wrap,138.0,2019-04-17
Faasos (DLF Phase 2),Masala Chicken Tikka Wrap,142.0,2019-04-17
Faasos (Sushant Lok),Cheese Melt Chicken Wrap,161.0,2019-04-17
Faasos (Sushant Lok),Cheesy Corn Salsa Wrap,138.0,2019-04-17
Theobroma (Sector 24),Chocolate Easter Egg (dark),140.0,2019-04-17
Theobroma (Sector 24),Easter Chocolate Bar,75.0,2019-04-17
Ovenstory Pizza (Sushant Lok),SWIG Jeera Masala,38.0,2019-04-17
Ovenstory Pizza (Sushant Lok),Meatball Mac N Cheese,114.0,2019-04-17
Speedy Chow (DLF City Phase 4),Tibetian Style Veg Momos,170.0,2019-04-17
Speedy Chow (DLF City Phase 4),Hot and Sour Chicken Soup,145.0,2019-04-17
MR WAFFLE,Banana Shake,99.0,2019-04-17
Ovenstory Pizza (Sikanderpur),Classic Margherita,276.0,2019-04-17
Ovenstory Pizza (Sikanderpur),Corn Veggie Delight Pizza,342.0,2019-04-17
Chai Garam,Masala Omelette,80.0,2019-04-17
Chai Garam,Bun Omelette,95.0,2019-04-17
Speedy Chow (Sector 50),Veg Manchow Soup,125.0,2019-04-17
Subway (Sushant Arcade),Chicken Kofta Footlong,347.0,2019-04-17
Subway (Sushant Arcade),Pizziola Sub,170.0,2019-04-17
Qwinnys,Chicken Ramen Soup Bowl,385.0,2019-04-17
Qwinnys,Veg Ramen Soup Bowl,365.0,2019-04-17
Rollmaal (Sector 50),Haryali Chicken Roll,185.0,2019-04-17
Rollmaal (Sector 50),Shami Kebab Roll,230.0,2019-04-17
Theobroma (Phase 4),Simnel Bites,260.0,2019-04-17
Theobroma (Phase 4),Easter Cookies,60.0,2019-04-17
Dunkin' Donuts (DLF Cyber Hub),Alive By Choco Donut,69.0,2019-04-17
Faasos (DLF Phase 2),Cheese Melt Chicken Wrap,161.0,2019-04-17
Behrouz Biryani (Sohna Road),Lazeez Bhuna Murgh Biryani (Boneless) (Regular),323.0,2019-04-17
Faasos (Sushant Lok),Double Cheese Meatball Wrap,171.0,2019-04-17
Faasos (Sushant Lok),Barbecue Chicken Wrap,138.0,2019-04-17
Theobroma (Sector 24),Pancakes with Maple Syrup,230.0,2019-04-17
Theobroma (Sector 24),Full English Breakfast,275.0,2019-04-17
Ovenstory Pizza (Sushant Lok),SWIG Green apple,38.0,2019-04-17
Ovenstory Pizza (Sushant Lok),Molten Lava Cake,85.0,2019-04-17
Speedy Chow (DLF City Phase 4),Manchow Chicken Soup,145.0,2019-04-17
Speedy Chow (DLF City Phase 4),Sweet Corn Chicken Soup,145.0,2019-04-17
MR WAFFLE,KitKat Shake,119.0,2019-04-17
MR WAFFLE,Caramel Silky Shake,119.0,2019-04-17
Ovenstory Pizza (Sikanderpur),Veg Overload Pizza,428.0,2019-04-17
Ovenstory Pizza (Sikanderpur),Exotica Paneer Pizza,457.0,2019-04-17
Chai Garam,Vegetable Wrap,110.0,2019-04-17
Chai Garam,Paneer Wrap,140.0,2019-04-17
Speedy Chow (Sector 50),Veg Sweet Corn Soup,125.0,2019-04-17
Speedy Chow (Sector 50),Chicken Bento Box Noodles,300.0,2019-04-17
Subway (Sushant Arcade),Italian B.M.T. Sub,195.0,2019-04-17
Subway (Sushant Arcade),Subway Club Sub,195.0,2019-04-17
Qwinnys,Manchow Soup -  Chicken,265.0,2019-04-17
Rollmaal (Sector 50),Double Bun Samosa,120.0,2019-04-17
Theobroma (Phase 4),Chocolate Easter Egg (dark),140.0,2019-04-17
Dunkin' Donuts (DLF Cyber Hub),Breakup Party Eclair Donut,69.0,2019-04-17
Faasos (DLF Phase 2),Cheesy Corn Salsa Wrap,138.0,2019-04-17
Behrouz Biryani (Sohna Road),Subz - E - Falafel Biryani (Regular),314.0,2019-04-17
Faasos (Sushant Lok),Cheese Melt Paneer Wrap,161.0,2019-04-17
Theobroma (Sector 24),Fried Egg,180.0,2019-04-17
Theobroma (Sector 24),Scrambled Egg,180.0,2019-04-17
Ovenstory Pizza (Sushant Lok),Big Belgian Chocolate Cake,714.0,2019-04-17
Speedy Chow (DLF City Phase 4),Veg Hot and Sour Soup,125.0,2019-04-17
MR WAFFLE,Oreo Shake,139.0,2019-04-17
MR WAFFLE,Strawberry Shake,139.0,2019-04-17
Ovenstory Pizza (Sikanderpur),Spanish Sunshine,428.0,2019-04-17
Chai Garam,Egg Wrap,130.0,2019-04-17
Speedy Chow (Sector 50),Chicken Bento Box Rice,300.0,2019-04-17
Speedy Chow (Sector 50),Chicken Chinese Meal Deal,0.0,2019-04-17
Subway (Sushant Arcade),Turkey & Chicken Slice Turkey Sub,195.0,2019-04-17
Subway (Sushant Arcade),Spicy Italian Sub,205.0,2019-04-17
Qwinnys,Hot & Sour Soup - Veg,255.0,2019-04-17
Qwinnys,Manchow Soup - Veg,255.0,2019-04-17
Rollmaal (Sector 50),Masala Fries,95.0,2019-04-17
Theobroma (Phase 4),Easter Chocolate Bar,75.0,2019-04-17
Theobroma (Phase 4),Paneer Tikka Roll,135.0,2019-04-17
Dunkin' Donuts (DLF Cyber Hub),Choco Almond Donut,69.0,2019-04-17
Behrouz Biryani (DLF Phase 2),Soya Chaap Biryani (Regular),323.0,2019-04-17
Faasos (DLF Phase 2),Chicken Mayo Wrap,152.0,2019-04-17
Faasos (DLF Phase 2),Mutton Boti Wrap,190.0,2019-04-17
Biryani Blues (MG Road),Kheema Biryani,425.0,2019-04-17
Behrouz Biryani (Sohna Road),Murgh Makhani Kefta Biryani (Regular),352.0,2019-04-17
Behrouz Biryani (Sohna Road),Paneer Subz Biryani (Regular),333.0,2019-04-17
Faasos (Sushant Lok),Fusion Breakfast,138.0,2019-04-17
Faasos (Sushant Lok),Chicken Kheema Pav Muesli meal,233.0,2019-04-17
Theobroma (Sector 24),Akoon Egg,180.0,2019-04-17
Theobroma (Sector 24),Omelette Egg,180.0,2019-04-17
Ovenstory Pizza (Sushant Lok),Chocolate Decadence (Pack of 2),333.0,2019-04-17
Speedy Chow (DLF City Phase 4),Veg Manchow Soup,125.0,2019-04-17
MR WAFFLE,Belgian Brownie Shake,149.0,2019-04-17
Ovenstory Pizza (Sikanderpur),Chicken Delight Pizza,380.0,2019-04-17
Chai Garam,Chicken Wrap,150.0,2019-04-17
Speedy Chow (Sector 50),Veg Bento Box Noodles,260.0,2019-04-17
Subway (Sushant Arcade),"Western Egg & Cheese 6"" Sub",133.0,2019-04-17
Qwinnys,Corn & Asparagus Soup,255.0,2019-04-17
Rollmaal (Sector 50),Chicken Maal,65.0,2019-04-17
Theobroma (Phase 4),Egg Mayonnaise Roll,125.0,2019-04-17
Dunkin' Donuts (DLF Cyber Hub),Choco Crumble Donut,69.0,2019-04-17
Behrouz Biryani (DLF Phase 2),Zaikedaar Paneer Biryani (Regular),304.0,2019-04-17
Faasos (DLF Phase 2),Fusion Breakfast,138.0,2019-04-17
Biryani Blues (MG Road),Biryani Rice,195.0,2019-04-17
Behrouz Biryani (Sohna Road),Shahi Subz Dastarkhwan (Veg),361.0,2019-04-17
Faasos (Sohna Road),Masala Chicken Tikka Wrap,142.0,2019-04-17
Faasos (Sushant Lok),Kheema Pav,180.0,2019-04-17
Moti Mahal Delux,Veg Manchow Soup,120.0,2019-04-17
Theobroma (Sector 24),Stuffed Omelette with Toast & Hash Brown,180.0,2019-04-17
Foodies Hut,Veg. Roll,80.0,2019-04-17
Ovenstory Pizza (Sushant Lok),CheeseCake (Pack Of 2),376.0,2019-04-17
Speedy Chow (DLF City Phase 4),Veg Sweet Corn Soup,125.0,2019-04-17
MR WAFFLE,Ferrero Rocher Thickshake,169.0,2019-04-17
Ovenstory Pizza (Sikanderpur),Double Chicken Feast Pizza,457.0,2019-04-17
Chai Garam,Samosa Sandwich,95.0,2019-04-17
Speedy Chow (Sector 50),Non Veg Main Course Deal,0.0,2019-04-17
Subway (Sushant Arcade),"Chicken Slice, Egg & Cheese 6"" Sub",133.0,2019-04-17
Qwinnys,Hot & Sour Soup - Chicken,265.0,2019-04-17
Rollmaal (Sector 50),Choorma + Chutney,15.0,2019-04-17
Theobroma (Phase 4),Chilli Chicken Roll,125.0,2019-04-17
Dunkin' Donuts (DLF Cyber Hub),Choco Overdose Donut,69.0,2019-04-17
Dunkin' Donuts (DLF Cyber Hub),Choco Pop Donut,69.0,2019-04-17
Behrouz Biryani (DLF Phase 2),Subz - E - Falafel Biryani (Regular),314.0,2019-04-17
Behrouz Biryani (DLF Phase 2),Paneer Subz Biryani (Regular),333.0,2019-04-17
Biryani Blues (Sector 49),Fiery Potato 65 Biryani,175.0,2019-04-17
Faasos (DLF Phase 2),Kheema Pav,180.0,2019-04-17
Faasos (DLF Phase 2),Pan Cake,157.0,2019-04-17
Biryani Blues (MG Road),Chicken Boneless Biryani,399.0,2019-04-17
Biryani Blues (MG Road),Egg Biryani,295.0,2019-04-17
Behrouz Biryani (Sohna Road),Shahi Murg Dastarkhwan (Non-Veg),428.0,2019-04-17
Behrouz Biryani (Sohna Road),Shahi Gosht Dastarkhwan (Non Veg),514.0,2019-04-17
Faasos (Sohna Road),Barbeque Chicken Wrap,138.0,2019-04-17
Faasos (Sohna Road),Cheese Melt Paneer Wrap,161.0,2019-04-17
Faasos (Sushant Lok),Pan Cake,157.0,2019-04-17
Faasos (Sushant Lok),Omelette Pav Combo,133.0,2019-04-17
Moti Mahal Delux,Veg Talumien Soup,120.0,2019-04-17
Moti Mahal Delux,Veg Hot And Sour Soup,120.0,2019-04-17
Theobroma (Sector 24),Kejriwal,200.0,2019-04-17
Theobroma (Sector 24),SPA Omelette,200.0,2019-04-17
Foodies Hut,Soya  Chaap Masala Roll,120.0,2019-04-17
Foodies Hut,Soya Malai Chaap Roll,120.0,2019-04-17
Ovenstory Pizza (Sushant Lok),Chocolate Decadence + CheeseCake,357.0,2019-04-17
Ovenstory Pizza (Sushant Lok),Red Velvet Slice Cake (Pack of 2),333.0,2019-04-17
Speedy Chow (DLF City Phase 4),Chicken Bento Box Noodles,300.0,2019-04-17
Speedy Chow (DLF City Phase 4),Chicken Bento Box Rice,300.0,2019-04-17
Ovenstory Pizza (Sikanderpur),Smoked Chicken Sausage Pizza,323.0,2019-04-17
Ovenstory Pizza (Sikanderpur),SWIG Jeera Masala,38.0,2019-04-17
Chai Garam,Veg. Sandwich,95.0,2019-04-17
Chai Garam,Cheese Garlic Sandwich,110.0,2019-04-17
Speedy Chow (Sector 50),Veg Bento Box Rice,260.0,2019-04-17
Speedy Chow (Sector 50),Veg Main Course Deal,0.0,2019-04-17
Subway (Sushant Arcade),"Egg & Cheese 6"" Sub",133.0,2019-04-17
Subway (Sushant Arcade),Chicken Tikka Salad,223.0,2019-04-17
Qwinnys,Hot & Sour Soup Veg,255.0,2019-04-17
Qwinnys,Manchow Soup Veg,255.0,2019-04-17
Rollmaal (Sector 50),Egg,35.0,2019-04-17
Rollmaal (Sector 50),Paneer Maal,45.0,2019-04-17
Theobroma (Phase 4),Chicken Mayonnaise Roll,125.0,2019-04-17
Theobroma (Phase 4),Mutton Keema Roll,125.0,2019-04-17
Dunkin' Donuts (DLF Cyber Hub),Cookie Cart Wheel Donut,69.0,2019-04-17
Dunkin' Donuts (DLF Cyber Hub),Death By Choco Donut,69.0,2019-04-17
Behrouz Biryani (DLF Phase 2),Shahi Subz Dastarkhwan (Veg),361.0,2019-04-17
Behrouz Biryani (DLF Phase 2),Subz-e-Biryani (Regular),261.0,2019-04-17
Biryani Blues (Sector 49),Biryani Rice,225.0,2019-04-17
Biryani Blues (Sector 49),Chicken Biryani,359.0,2019-04-17
Berco's (Sohna Road),Brownie,100.0,2019-04-17
Faasos (DLF Phase 2),Omelette Pav Combo,133.0,2019-04-17
Faasos (DLF Phase 2),Aloo Paratha Combo,123.0,2019-04-17
Biryani Blues (MG Road),Fiery Chicken 65 Biryani,399.0,2019-04-17
Biryani Blues (MG Road),Chicken Biryani,339.0,2019-04-17
Behrouz Biryani (Sohna Road),Chocolate Ecstasy,85.0,2019-04-17
Behrouz Biryani (Sohna Road),Gulkand-E-Bahar,47.0,2019-04-17
Faasos (Sohna Road),Masala Paneer Tikka Wrap,133.0,2019-04-17
Faasos (Sohna Road),Cheesy Corn Salsa Wrap,138.0,2019-04-17
Faasos (Sushant Lok),Aloo Paratha Combo,123.0,2019-04-17
Faasos (Sushant Lok),,138.0,2019-04-17
Moti Mahal Delux,Veg Sweet Corn Soup,120.0,2019-04-17
Moti Mahal Delux,Veg Coriander Soup,120.0,2019-04-17
Theobroma (Sector 24),Seekh Kebab Roll,125.0,2019-04-17
Theobroma (Sector 24),Egg Mayonnaise Roll,125.0,2019-04-17
Foodies Hut,Paneer Tikka Roll,120.0,2019-04-17
Foodies Hut,Mushroom Tikka Roll,120.0,2019-04-17
Ovenstory Pizza (Sushant Lok),Red Velvet Slice Cake & Cheese Cake (Pack of 2),357.0,2019-04-17
Ovenstory Pizza (Sushant Lok),Red Velvet Slice Cake & Chocolate Decadence Cake (Pack of 2),333.0,2019-04-17
Speedy Chow (DLF City Phase 4),Chicken Chinese Meal Deal,0.0,2019-04-17
Speedy Chow (DLF City Phase 4),Non Veg Main Course Deal,0.0,2019-04-17
Ovenstory Pizza (Sikanderpur),SWIG Green apple,38.0,2019-04-17
Ovenstory Pizza (Sikanderpur),Corn & Olives Garlic Bruschetta,152.0,2019-04-17
Chai Garam,Paneer Sandwich,110.0,2019-04-17
Chai Garam,Veg. Burger,110.0,2019-04-17
Speedy Chow (Sector 50),Chicken Lunch Box,330.0,2019-04-17
Speedy Chow (Sector 50),Veg Lunch Box,280.0,2019-04-17
Subway (Sushant Arcade),Chicken Tandoori Salad,223.0,2019-04-17
Subway (Sushant Arcade),Tuna Salad,242.0,2019-04-17
Qwinnys,Miso Soup - Chicken,265.0,2019-04-17
Qwinnys,Pho Soup - Chicken,265.0,2019-04-17
Rollmaal (Sector 50),Iced Tea,70.0,2019-04-17
Rollmaal (Sector 50),Lemonade,70.0,2019-04-17
Theobroma (Phase 4),Spinach Corn Sandwich,135.0,2019-04-17
Theobroma (Phase 4),Chargrilled Pepper with Cream Cheese Sandwich,135.0,2019-04-17
Dunkin' Donuts (DLF Cyber Hub),Rainbow Pop Donut,69.0,2019-04-17
Dunkin' Donuts (DLF Cyber Hub),Very Very Strawberry Donut,69.0,2019-04-17
Behrouz Biryani (DLF Phase 2),Dum Gosht Biryani (Boneless),409.0,2019-04-17
Behrouz Biryani (DLF Phase 2),Murgh Makhani Biryani (Regular),352.0,2019-04-17
Burger Singh (Sushant Lok - 1),Amritsari Murgh Makhani (Double Patty),377.0,2019-04-17
Behrouz Biryani (Sushant Lok),Dum Gosht Biryani (Boneless),409.0,2019-04-17
Biryani Blues (Sector 49),Egg Biryani,295.0,2019-04-17
Biryani Blues (Sector 49),Fiery Chicken 65 Biryani,429.0,2019-04-17
Berco's (Sohna Road),Choco Loving Spoon Jar,199.0,2019-04-17
Faasos (DLF Phase 2),,138.0,2019-04-17
Biryani Blues (MG Road),Mutton Biryani,399.0,2019-04-17
Biryani Blues (MG Road),Mutton Boneless Biryani,445.0,2019-04-17
Behrouz Biryani (Sohna Road),Mint Raita,28.0,2019-04-17
Behrouz Biryani (Sohna Road),Gulab Jamun (Pack of 1),28.0,2019-04-17
Faasos (Sohna Road),Mutton Boti Wrap,190.0,2019-04-17
Faasos (Sohna Road),Fusion Breakfast,138.0,2019-04-17
Faasos (Sushant Lok),Masala Potato Wrap,76.0,2019-04-17
Moti Mahal Delux,Tomato Soup,130.0,2019-04-17
Theobroma (Sector 24),Chilli Chicken Roll,125.0,2019-04-17
Theobroma (Sector 24),Chicken Mayonnaise Roll,125.0,2019-04-17
Foodies Hut,Double Egg Roll,100.0,2019-04-17
Foodies Hut,Chicken Tikka Roll,140.0,2019-04-17
Ovenstory Pizza (Sushant Lok),Plum Cake,523.0,2019-04-17
Ovenstory Pizza (Sushant Lok),Red Velvet Cake With Butter Cream Frosting (750 Gm),619.0,2019-04-17
Speedy Chow (DLF City Phase 4),Veg Bento Box Noodles,260.0,2019-04-17
Speedy Chow (DLF City Phase 4),Veg Bento Box Rice,260.0,2019-04-17
Ovenstory Pizza (Sikanderpur),Chicken Salami Garlic Bruschetta,180.0,2019-04-17
Ovenstory Pizza (Sikanderpur),Cheese Dip (20 gm),23.0,2019-04-17
Chai Garam,Creamy Egg Sandwich,110.0,2019-04-17
Chai Garam,Egg Burger,110.0,2019-04-17
Speedy Chow (Sector 50),Veg Starter Platter,290.0,2019-04-17
Speedy Chow (Sector 50),Chicken Starter Platter,330.0,2019-04-17
Subway (Sushant Arcade),Chicken Teriyaki Salad,242.0,2019-04-17
Subway (Sushant Arcade),Subway Club Salad,242.0,2019-04-17
Qwinnys,Miso Soup - Veg,255.0,2019-04-17
Qwinnys,Pho Soup - Veg,255.0,2019-04-17
Rollmaal (Sector 50),Pepsi pet [600ml],60.0,2019-04-17
Rollmaal (Sector 50),Rollu's Desi Remix,70.0,2019-04-17
Theobroma (Phase 4),Barbecue Chicken Sandwich,125.0,2019-04-17
Theobroma (Phase 4),Satay Chicken Sandwich,125.0,2019-04-17
Dunkin' Donuts (DLF Cyber Hub),Litchi Lychee Donut,69.0,2019-04-17
Dunkin' Donuts (DLF Cyber Hub),Mango Tango Donut,69.0,2019-04-17
Behrouz Biryani (DLF Phase 2),Lazeez Bhuna Murgh Biryani (Boneless) (Regular),323.0,2019-04-17
Behrouz Biryani (DLF Phase 2),Murgh Makhani Kefta Biryani (Regular),352.0,2019-04-17
Burger Singh (Sushant Lok - 1),Chicken United States Of Punjab (Double Patty),377.0,2019-04-17
Burger Singh (Sushant Lok - 1),Chocolava Cake,90.0,2019-04-17
Behrouz Biryani (Sushant Lok),Subz-e-Biryani (Regular),261.0,2019-04-17
Behrouz Biryani (Sushant Lok),Murgh Makhani Biryani (Regular),352.0,2019-04-17
Biryani Blues (Sector 49),Fiery Paneer 65 Biryani,295.0,2019-04-17
