price,area,psf,kind,address,society,bhk,config,avail,date
35000000,2285,15318,"Built-up  Area
                    ",in Chembur (East),RNA Continental,3 BHK ,3 Baths,Ready To Move,2019-05-12
4680000,720,6500,"Super built-up  Area
                    ",in Mira Road East,Sahakar Premier,1 BHK ,"2 Baths, 3 Balconies",Possession in Dec  2019,2019-05-12
6000000,680,8824,"Super built-up  Area
                    ",in Roadpali,Pratik Harmony,1 BHK ,"1 Bath, 2 Balconies",Ready To Move,2019-05-12
17500000,2115,8274,"Super built-up  Area
                    ",in Dombivli (East),Lodha Golflinks,3 BHK ,"4 Baths, 1 Balcony",Ready To Move,2019-05-12
40000000,1690,23669,"Super built-up  Area
                    ",in Goregaon (West),,3 BHK ,"3 Baths, 3 Balconies",Ready To Move,2019-05-12
2200000,575,3827,"Super built-up  Area
                    ",in Nalasopara (West),Om Sai Heights 2,1 BHK ,"1 Bath, 3 Balconies",Ready To Move,2019-05-12
7500000,1130,6638,"Built-up  Area
                    ",in Sector 17 Ulwe,SR A R Pearl,2 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-12
52500000,2340,22436,"Built-up  Area
                    ",in Chembur,,4 BHK ,"4 Baths, 2 Balconies",Ready To Move,2019-05-12
17000000,975,17436,"Super built-up  Area
                    ",in Thakur Village,Kanakia Challengers,2 BHK ,2 Baths,Ready To Move,2019-05-12
9900000,1100,9000,"Super built-up  Area
                    ",in kavesar,Unique Greens,2 BHK ,"2 Baths, 3+ Balconies",Ready To Move,2019-05-12
3800000,700,5429,"Super built-up  Area
                    ",in Taloja Panchanand,Skyline Sapphire,1 BHK ,"1 Bath, 2 Balconies",Ready To Move,2019-05-12
57500000,1658,None,"Super built-up  Area
                    ",in Prabhadevi,Lodha Grandeur,3 BHK ,"3 Baths, 3 Balconies",Ready To Move,2019-05-12
7700000,1040,7404,"Super built-up  Area
                    ",in Sector 17 Ulwe,Brij Bhoomi Heights,2 BHK ,"2 Baths, 2 Balconies",Ready To Move,2019-05-12
4277000,644,6642,"Super built-up  Area
                    ",in Dombivli (East),Runwal My City,1 BHK ,1 Bath,Possession in Dec  2022,2019-05-12
6900000,559,12343,"Super built-up  Area
                    ",in Lokhandwala Kandivali East,Balaji Enclave,1 BHK ,1 Bath,Ready To Move,2019-05-12
5000000,1060,4716,"Super built-up  Area
                    ",in Taloja,Divya Heights,2 BHK ,"2 Baths, 3+ Balconies",Ready To Move,2019-05-12
4500000,600,7500,"Super built-up  Area
                    ",in Kamothe,Sai Majestic,1 BHK ,1 Bath,Ready To Move,2019-05-12
26400000,964,27386,"Carpet  Area
                    ",in Andheri (West),,3 BHK ,3 Baths,Ready To Move,2019-05-12
4150000,467,8887,"Carpet  Area
                    ",in Dombivli (East),Lodha Palava City,1 BHK ,1 Bath,Possession in Dec  2020,2019-05-12
21500000,1654,12998,"Built-up  Area
                    ",in Manpada,Dosti Imperia,3 BHK ,"3 Baths, 2 Balconies",Ready To Move,2019-05-12
11800000,625,18880,"Super built-up  Area
                    ",in Powai,Srishti Panch Srishti,1 BHK ,1 Bath,Ready To Move,2019-05-12
7870000,975,8072,"Super built-up  Area
                    ",in Mira Road,,2 BHK ,"2 Baths, 3+ Balconies",Possession in Dec  2019,2019-05-12
6944000,865,8028,"Super built-up  Area
                    ",in Mira Road,,2 BHK ,"2 Baths, 3+ Balconies",Possession in Dec  2019,2019-05-12
4600000,685,6715,"Super built-up  Area
                    ",in Vasai West,,1 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-12
12000000,1200,10000,"Super built-up  Area
                    ",in Manpada,Cosmos Lounge,3 BHK ,"3 Baths, 2 Balconies",Ready To Move,2019-05-12
5500000,1085,5070,"Super built-up  Area
                    ",in Taloja,Dhwisha Classic Tower,2 BHK ,"2 Baths, 3+ Balconies",Ready To Move,2019-05-12
9500000,635,14961,"Super built-up  Area
                    ",in I C Colony,,1 BHK ,"2 Baths, 2 Balconies",Ready To Move,2019-05-12
11000000,610,18033,"Super built-up  Area
                    ",in Thakur Village,Ekta Meadows,1 BHK ,"1 Bath, 1 Balcony",Ready To Move,2019-05-12
11000000,620,17742,"Super built-up  Area
                    ",in Thakur Village,,1 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-12
6695999,760,8811,"Super built-up  Area
                    ",in Mira Road East,SKD Pinnacolo,1 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-12
12200000,1250,9760,"Super built-up  Area
                    ",in Kharghar,Lush Meadows,2 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-12
8500000,955,8901,"Super built-up  Area
                    ",in Mira Road,Unique Poonam Estate Cluster 1,2 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-12
8200000,950,8632,"Super built-up  Area
                    ",in Mira Road,Unique Poonam Estate Cluster 1,2 BHK ,"2 Baths, 2 Balconies",Ready To Move,2019-05-12
9500000,1090,8716,"Super built-up  Area
                    ",in Mira Road,Unique Poonam Cluster 3,2 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-12
4050000,620,6533,"Super built-up  Area
                    ",in Sector-8 Ulwe,,1 BHK ,"1 Bath, 3 Balconies",Ready To Move,2019-05-12
8425000,1044,8070,"Super built-up  Area
                    ",in Mira Road,Neminath Paradise,3 BHK ,"3 Baths, 3 Balconies",Ready To Move,2019-05-12
8000000,1120,7143,"Super built-up  Area
                    ",in Sector 17 Ulwe,Bathija Tulsa Namdev Residency,2 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-12
8000000,955,8377,"Super built-up  Area
                    ",in Mira Road,Unique Poonam Estate Cluster 1,2 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-12
8800000,1060,8302,"Super built-up  Area
                    ",in Mira Road,Unique Poonam Cluster 3,2 BHK ,"2 Baths, 2 Balconies",Ready To Move,2019-05-12
18900000,860.25,22000,"Carpet  Area
                    ",in Pokhran-2,Tata Serein,3 BHK ,3 Baths,Possession in Sep  2021,2019-05-12
8000000,955,8377,"Super built-up  Area
                    ",in Mira Road,Unique Poonam Estate Cluster 1,2 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-12
86000000,3230,26625,"Super built-up  Area
                    ",in Goregaon (East),Oberoi Esquire,4 BHK ,"6 Baths, 1 Balcony",Ready To Move,2019-05-12
13300000,800,16625,"Super built-up  Area
                    ",in Bhandup (West),,2 BHK ,2 Baths,Ready To Move,2019-05-12
6900000,630,10953,"Super built-up  Area
                    ",in Ghodbunder Road,Puraniks Rumah Bali,1 BHK ,"1 Bath, 1 Balcony",Ready To Move,2019-05-12
8800000,905,9724,"Super built-up  Area
                    ",in Mira Road,,2 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-12
9000000,1060,8491,"Super built-up  Area
                    ",in Mira Road,Unique Poonam Cluster 3,2 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-12
7800000,915,8524,"Super built-up  Area
                    ",in Kasar vadavali,,2 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-12
6900000,690,10000,"Super built-up  Area
                    ",in Ghodbunder Road,Puraniks Rumah Bali,1 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-12
6800000,675,10075,"Super built-up  Area
                    ",in Ghodbunder Road,Lodha Splendora,1 BHK ,"1 Bath, 1 Balcony",Ready To Move,2019-05-12
120000000,3009,39881,"Super built-up  Area
                    ",in Lower Parel,,4 BHK ,"5 Baths, 3+ Balconies",Ready To Move,2019-05-12
3200000,630,5079,"Super built-up  Area
                    ",in Virar West,Poonam Park View,1 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-12
4895000,890,5500,"Super built-up  Area
                    ",in Taloja Panchanand,Baline Royale,2 BHK ,"2 Baths, 3+ Balconies",Ready To Move,2019-05-12
7509999,975,7703,"Super built-up  Area
                    ",in Bevarly Park,RMP Vandana Heights,2 BHK ,"2 Baths, 3+ Balconies",Ready To Move,2019-05-12
14100000,1375,10255,"Super built-up  Area
                    ",in Sector 10 Kharghar,Hi Tech Elite Enclave,2 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-12
16600000,673,24591,"Carpet  Area
                    ",in Andheri (West),Ajmera Rajveer Apartment,2 BHK ,2 Baths,Ready To Move,2019-05-12
8725000,1135,7688,"Super built-up  Area
                    ",in Sector-9 Ulwe,Bhagwati Hari Darshan,2 BHK ,"2 Baths, 2 Balconies",Ready To Move,2019-05-12
8750000,1110,7882,"Super built-up  Area
                    ",in Sector-9 Ulwe,,2 BHK ,"2 Baths, 3+ Balconies",Ready To Move,2019-05-12
10900000,1290,8468,"Super built-up  Area
                    ",in Sector-9 Ulwe,Bhagwati Bay Bliss,2 BHK ,"2 Baths, 2 Balconies",Ready To Move,2019-05-12
8650000,1135,7621,"Super built-up  Area
                    ",in Sector-9 Ulwe,Shanti Hari Heights,2 BHK ,"2 Baths, 3+ Balconies",Ready To Move,2019-05-12
9000000,1090,8256,"Super built-up  Area
                    ",in Sector-9 Ulwe,,2 BHK ,"2 Baths, 3+ Balconies",Ready To Move,2019-05-12
12500000,1465,8532,"Super built-up  Area
                    ",in Sector-9 Ulwe,Shreeji Arcade,3 BHK ,"3 Baths, 3+ Balconies",Ready To Move,2019-05-12
4900000,695,7051,"Super built-up  Area
                    ",in Roadpali,Bhoomi Gardenia,1 BHK ,"2 Baths, 2 Balconies",Ready To Move,2019-05-12
10500000,1480,7094,"Super built-up  Area
                    ",in Sector-9 Ulwe,Lucky Dream Paradise,3 BHK ,"3 Baths, 3+ Balconies",Ready To Move,2019-05-12
8200000,1090,7522,"Super built-up  Area
                    ",in Sector-9 Ulwe,Dinsha Orchid,2 BHK ,"2 Baths, 3+ Balconies",Ready To Move,2019-05-12
7800000,630,12381,"Super built-up  Area
                    ",in Hiranandani Estate,Hiranandani Lavinia,1 BHK ,2 Baths,Ready To Move,2019-05-12
22000000,1095,20092,"Built-up  Area
                    ",in Andheri (West),,2 BHK ,2 Baths,Ready To Move,2019-05-12
22000000,1250,17600,"Super built-up  Area
                    ",in Marol,Kanakia Rainforest,2 BHK ,"2 Baths, 2 Balconies",Ready To Move,2019-05-12
16500000,995,16583,"Super built-up  Area
                    ",in Uthalsar,Vikas Complex CHS,2 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-12
22000000,1200,18334,"Super built-up  Area
                    ",in Chandivali,,3 BHK ,"3 Baths, 1 Balcony",Ready To Move,2019-05-12
7200000,735,9796,"Super built-up  Area
                    ",in Mira Road,Hubtown Gardenia,1 BHK ,"1 Bath, 3 Balconies",Ready To Move,2019-05-12
60000000,5000,12000,"Super built-up  Area
                    ",in Dombivli (East),Lodha Golflinks,4 BHK ,"4 Baths, 2 Balconies",Ready To Move,2019-05-12
9500000,1155,8226,"Super built-up  Area
                    ",in Mira Road,Unique Poonam Estate Cluster 2,2 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-12
6000000,650,9230,"Super built-up  Area
                    ",in Sector 17 Ulwe,Shreeji Corner,1 BHK ,"1 Bath, 1 Balcony",Ready To Move,2019-05-12
11100000,967,11479,"Built-up  Area
                    ",in Hiranandani Estate,Rosa Oasis,2 BHK ,2 Baths,Ready To Move,2019-05-12
11100000,943,11771,"Super built-up  Area
                    ",in Hiranandani Estate,Rosa Oasis,2 BHK ,"2 Baths, 2 Balconies",Ready To Move,2019-05-12
11500000,1140,10088,"Built-up  Area
                    ",in Hiranandani Estate,Bhoomi Acres,2 BHK ,"2 Baths, 2 Balconies",Ready To Move,2019-05-12
2949000,690,4274,"Super built-up  Area
                    ",in Virar West,Cosmos Legend,1 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-12
10000000,1135,8811,"Super built-up  Area
                    ",in Ulwe,Radiant Solitaire,2 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-12
10000000,454,22027,"Carpet  Area
                    ","in 5th Carter Road, Borivali (East)",,1 BHK ,"2 Baths, 2 Balconies",Ready To Move,2019-05-12
4900000,600,8167,"Super built-up  Area
                    ",in Sai Nagar,Vihang Valley,1 BHK ,2 Baths,Ready To Move,2019-05-12
2610000,690,3783,"Built-up  Area
                    ",in Badlapur (East),Konark Gardens,1 BHK ,"2 Baths, 2 Balconies",Ready To Move,2019-05-12
6500000,1134,5731,"Super built-up  Area
                    ",in Taloja Panchanand,Gami Amar Harmony,2 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-12
5000000,650,7693,"Super built-up  Area
                    ",in Mira Road East,,1 BHK ,1 Bath,Ready To Move,2019-05-12
28300000,1960,14439,"Super built-up  Area
                    ",in Mulund (West),Runwal Greens,3 BHK ,"4 Baths, 3 Balconies",Ready To Move,2019-05-12
7500000,965,7773,"Super built-up  Area
                    ",in Sector 17 Ulwe,Planet Shelter,2 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-12
17500000,1585,11016,"Super built-up  Area
                    ",in Bhayander (West),,3 BHK ,"3 Baths, 3+ Balconies",Ready To Move,2019-05-12
9000000,535,16823,"Super built-up  Area
                    ",in Thakur Village,Evershine Millennium Paradise,1 BHK ,1 Bath,Ready To Move,2019-05-12
65000000,1306800.0,49.739830119375576,"Plot  Area
                    ",in Murbad,,,,Immediate Possession,2019-05-12
5000000,936,5341,"Built-up  Area
                    ",in Dombivli (West),,2 BHK ,"1 Bath, 2 Balconies",Ready To Move,2019-05-12
15000000,850,17648,"Super built-up  Area
                    ",in Malad (West),Vora Mann Niketan,2 BHK ,2 Baths,Ready To Move,2019-05-12
4600000,960,4791,"Super built-up  Area
                    ",in Taloja Panchanand,,2 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-12
22000000,967,22751,"Built-up  Area
                    ",in Wadala East,Dosti Acres,2 BHK ,2 Baths,Ready To Move,2019-05-12
4000000,705,5674,"Super built-up  Area
                    ",in Kalyan (West),Kavita Pearl,1 BHK ,"1 Bath, 2 Balconies",Ready To Move,2019-05-12
17500000,1020,17157,"Super built-up  Area
                    ",in Malad (West),Atul Blue Orbit 3,2 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-12
17500000,800,21875,"Super built-up  Area
                    ",in Kalina,,2 BHK ,2 Baths,Ready To Move,2019-05-12
7300000,1035,7054,"Super built-up  Area
                    ",in Sector 20 Ulwe,,2 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-12
2500000,650,3847,"Built-up  Area
                    ",in Ambernath West,Mahavir Paradise,1 BHK ,"2 Baths, 2 Balconies",Ready To Move,2019-05-12
22500000,1100,20454,"Super built-up  Area
                    ",in Versova,,2 BHK ,2 Baths,Ready To Move,2019-05-12
6200000,685,9052,"Super built-up  Area
                    ",in Bevarly Park,Donum Dei Complex,1 BHK ,"2 Baths, 2 Balconies",Ready To Move,2019-05-12
42000000,1335,31461,"Super built-up  Area
                    ",in Sewri,Peninsula Ashok Gardens,2 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-12
13799999,2207,6253,"Super built-up  Area
                    ",in Sector 17 Ulwe,,2 BHK ,"2 Baths, 3+ Balconies",Ready To Move,2019-05-12
2700000,655,4123,"Built-up  Area
                    ",in Shirgaon,,1 BHK ,"1 Bath, 3 Balconies",Ready To Move,2019-05-12
5800000,600,9667,"Built-up  Area
                    ",in Poonam Gardens,,1 BHK ,"2 Baths, 3+ Balconies",Ready To Move,2019-05-12
9500000,620,15323,"Built-up  Area
                    ",in Natu Paranjpe Colony,,1 BHK ,"1 Bath, 1 Balcony",Ready To Move,2019-05-12
3500000,438,7991,"Carpet  Area
                    ",in Kalyan (West),Honest Kalyan Nagari,1 BHK ,"2 Baths, 3 Balconies",Possession in Dec  2021,2019-05-12
5400000,587,9199,"Super built-up  Area
                    ",in Kasar vadavali,Terraform Everest Countryside Daffodil,1 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-12
6550000,1125,5823,"Super built-up  Area
                    ",in Taloja Panchanand,Gami Amar Harmony,2 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-12
6900000,1134,6085,"Super built-up  Area
                    ",in Taloja Panchanand,Gami Amar Harmony,2 BHK ,"2 Baths, 2 Balconies",Ready To Move,2019-05-12
20500000,2010,10200,"Super built-up  Area
                    ",in Panvel,Indiabulls Greens,3 BHK ,"3 Baths, 3 Balconies",Possession in Dec  2020,2019-05-12
19500000,1014,19230,"Super built-up  Area
                    ",in Powai,L and T Emerald Isle,2 BHK ,2 Baths,Ready To Move,2019-05-12
7500000,620,12097,"Super built-up  Area
                    ",in Sector 11 Koparkhairane,FAM CHS,1 BHK ,2 Baths,Ready To Move,2019-05-12
33500000,1728,19387,"Super built-up  Area
                    ",in Goregaon (East),Lodha Fiorenza,3 BHK ,3 Baths,Ready To Move,2019-05-12
7200000,580,12414,"Super built-up  Area
                    ",in Owale,,2 BHK ,2 Baths,Possession in Jun  2019,2019-05-12
40000000,1300,30770,"Carpet  Area
                    ",in Chembur (East),Diamond Garden,3 BHK ,3 Baths,Ready To Move,2019-05-12
2379000,380,6261,"Carpet  Area
                    ",in Badlapur,Poddar Wondercity,1 BHK ,2 Baths,Possession in Dec  2021,2019-05-12
15200000,635,24000,"Carpet  Area
                    ",in Chembur (East),Safal Shree Saraswati,2 BHK ,2 Baths,New Launch,2019-05-12
8000000,595,13446,"Super built-up  Area
                    ",in Hiranandani Estate,Hiranandani Penrose,1 BHK ,2 Baths,Ready To Move,2019-05-12
8500000,630,13493,"Super built-up  Area
                    ",in Hiranandani Estate,Hiranandani Flora CHS,1 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-12
12100000,1260,9604,"Built-up  Area
                    ",in Majiwada,Lodha Luxuria Priva,2 BHK ,"2 Baths, 2 Balconies",Ready To Move,2019-05-12
7800000,1180,6611,"Super built-up  Area
                    ",in Sector 36 Kamothe,,2 BHK ,"2 Baths, 3+ Balconies",Ready To Move,2019-05-12
8200000,800,10250,"Super built-up  Area
                    ",in Mira Road,Marigold Building 5,2 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-12
25000000,600,41667,"Built-up  Area
                    ",in Bandra (West),,1 BHK ,2 Baths,Ready To Move,2019-05-12
12000000,981,12233,"Built-up  Area
                    ",in Sector 11 Koparkhairane,Marvel Shanti Heights,2 BHK ,"2 Baths, 3+ Balconies",Ready To Move,2019-05-12
23200000,1624,14286,"Super built-up  Area
                    ",in Bhandup (West),Mahindra Lifespaces Splendour,3 BHK ,2 Baths,Ready To Move,2019-05-12
30000000,1595,18809,"Built-up  Area
                    ",in Goregaon (West),Kalpataru Radiance,3 BHK ,"3 Baths, 3 Balconies",Ready To Move,2019-05-12
4800000,774,6202,"Super built-up  Area
                    ",in Nilje Gaon,Lodha Casa Rio Gold,2 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-12
