restaurant,items,price,date
Domino's Pizza,Meal for 1 - Veg,269.0,2019-04-24
Domino's Pizza,Meal for 1 - Non-veg,269.0,2019-04-24
McDonald's (Kalyan Shelar),Mccafe Muffins,103.0,2019-04-24
McDonald's (Kalyan Shelar),Fruit Splash,94.0,2019-04-24
Domino's Pizza,Crunchy Strips,59.0,2019-04-24
Domino's Pizza,Crinkle Fries,59.0,2019-04-24
Domino's Pizza,Boneless Chicken Wings - Lemon Pepper,139.0,2019-04-24
Domino's Pizza,Boneless Chicken Wings Peri-Peri,139.0,2019-04-24
McDonald's (Dahisar Link Road),McVeggie with Whole Wheat Bun,104.0,2019-04-24
McDonald's (Dahisar Link Road),Mccafe Muffins,103.0,2019-04-24
Domino's Pizza,Classic Combo - Veg,199.0,2019-04-24
Domino's Pizza,Classic Combo - Non-veg,199.0,2019-04-24
Domino's Pizza,Taco Mexicana Veg,125.0,2019-04-24
Domino's Pizza,Potato Cheese Shots,59.0,2019-04-24
Domino's Pizza,Meal for 2 - Veg - Peppy Paneer,449.0,2019-04-24
Domino's Pizza,Meal for 2 - Non-veg,449.0,2019-04-24
Domino's Pizza,Chicken Meatballs Peri-Peri,99.0,2019-04-24
Domino's Pizza,Chicken Meatballs - Sriracha,99.0,2019-04-24
McDonald's (Fun Republic),American Cheese Supreme - Veg,108.0,2019-04-24
McDonald's (Fun Republic),McVeggie with Whole Wheat Bun,104.0,2019-04-24
Domino's Pizza,Taco Mexicana Non Veg,135.0,2019-04-24
Domino's Pizza,Taco Mexicana Veg,125.0,2019-04-24
Domino's Pizza,Roasted Chicken Wings - Classic Hot Sauce,109.0,2019-04-24
Domino's Pizza,Chicken Meatballs Peri-Peri,99.0,2019-04-24
Domino's Pizza,Boneless Chicken Wings Peri-Peri,139.0,2019-04-24
Domino's Pizza,Taco Mexicana Non Veg,135.0,2019-04-24
Domino's Pizza,Boneless Chicken Wings Peri-Peri,139.0,2019-04-24
Domino's Pizza,Taco Mexicana Non Veg,135.0,2019-04-24
Domino's Pizza,Chicken Meatballs Peri-Peri,99.0,2019-04-24
Domino's Pizza,Chicken Meatballs - Sriracha,99.0,2019-04-24
McDonald's (Kalina),Masala Wedges,104.0,2019-04-24
McDonald's (Kalina),Mexican McAloo Tikki with Whole Wheat Bun,58.0,2019-04-24
McDonald's (Borivali),McVeggie with Whole Wheat Bun,104.0,2019-04-24
McDonald's (Borivali),Mccafe Muffins,103.0,2019-04-24
McDonald's (Unity Heights),Fruit Splash,94.0,2019-04-24
McDonald's (Unity Heights),Chicken Kebab with Whole Wheat Bun,83.0,2019-04-24
Domino's Pizza,Taco Mexicana Non Veg,135.0,2019-04-24
Domino's Pizza,Taco Mexicana Veg,125.0,2019-04-24
Domino's Pizza,Meal for 2 - Non-veg,449.0,2019-04-24
Domino's Pizza,Pizza Feast - Veg,849.0,2019-04-24
Domino's Pizza,Meal for 2 - Veg - Farmhouse,449.0,2019-04-24
Domino's Pizza,Meal for 2 - Veg - Peppy Paneer,449.0,2019-04-24
McDonald's (Kalyan Shelar),Chicken Kebab with Whole Wheat Bun,83.0,2019-04-24
McDonald's (Kalyan Shelar),Chicken Kebab Burger,212.0,2019-04-24
Domino's Pizza,Brownie Fantasy,59.0,2019-04-24
Domino's Pizza,Taco Mexicana Non Veg,135.0,2019-04-24
McDonald's (Dahisar Link Road),Fruit Splash,94.0,2019-04-24
McDonald's (Dahisar Link Road),Chicken Kebab with Whole Wheat Bun,83.0,2019-04-24
Domino's Pizza,Meal for 1 - Veg,269.0,2019-04-24
Domino's Pizza,Meal for 1 - Non-veg,269.0,2019-04-24
Domino's Pizza,Taco Mexicana-Veg (Single),59.0,2019-04-24
Domino's Pizza,Crunchy Strips,59.0,2019-04-24
Domino's Pizza,Pizza Feast - Veg,849.0,2019-04-24
Domino's Pizza,Boneless Chicken Wings - Lemon Pepper,139.0,2019-04-24
Domino's Pizza,Boneless Chicken Wings Peri-Peri,139.0,2019-04-24
McDonald's (Fun Republic),Mccafe Muffins,103.0,2019-04-24
McDonald's (Fun Republic),Chicken Kebab with Whole Wheat Bun,83.0,2019-04-24
Domino's Pizza,Potato Cheese Shots,59.0,2019-04-24
Domino's Pizza,Taco Mexicana-Veg (Single),59.0,2019-04-24
Domino's Pizza,Chicken Meatballs - Sriracha,99.0,2019-04-24
Domino's Pizza,Boneless Chicken Wings - Lemon Pepper,139.0,2019-04-24
Domino's Pizza,Taco Mexicana Veg,125.0,2019-04-24
Domino's Pizza,Potato Cheese Shots,59.0,2019-04-24
Domino's Pizza,Taco Mexicana Veg,125.0,2019-04-24
Domino's Pizza,Potato Cheese Shots,59.0,2019-04-24
Domino's Pizza,Boneless Chicken Wings - Lemon Pepper,139.0,2019-04-24
Domino's Pizza,Boneless Chicken Wings Peri-Peri,139.0,2019-04-24
McDonald's (Kalina),Mexican McAlooTikki,186.0,2019-04-24
McDonald's (Kalina),Fruit Splash,94.0,2019-04-24
McDonald's (Borivali),Fruit Splash,94.0,2019-04-24
McDonald's (Borivali),Chicken Kebab with Whole Wheat Bun,83.0,2019-04-24
McDonald's (Unity Heights),Chicken Kebab Burger,212.0,2019-04-24
McDonald's (Unity Heights),Chicken Kebab Wrap,74.0,2019-04-24
Domino's Pizza,Potato Cheese Shots,59.0,2019-04-24
Domino's Pizza,Taco Mexicana-Veg (Single),59.0,2019-04-24
Domino's Pizza,Meal for 2 - Non-veg,449.0,2019-04-24
Domino's Pizza,Pizza Feast - Veg,849.0,2019-04-24
McDonald's (Kalyan Shelar),Chicken Kebab Wrap,74.0,2019-04-24
McDonald's (Kalyan Shelar),Chatpata Naan - Kebab,71.0,2019-04-24
Domino's Pizza,Classic Combo - Veg,199.0,2019-04-24
Domino's Pizza,Classic Combo - Non-veg,199.0,2019-04-24
Domino's Pizza,Taco Mexicana Veg,125.0,2019-04-24
Domino's Pizza,Potato Cheese Shots,59.0,2019-04-24
McDonald's (Dahisar Link Road),Chicken Kebab Burger,212.0,2019-04-24
McDonald's (Dahisar Link Road),Chicken Kebab Wrap,74.0,2019-04-24
Domino's Pizza,Meal for 2 - Veg - Farmhouse,449.0,2019-04-24
Domino's Pizza,Meal for 2 - Veg - Peppy Paneer,449.0,2019-04-24
Domino's Pizza,Crinkle Fries,59.0,2019-04-24
Domino's Pizza,Brownie Fantasy,59.0,2019-04-24
Domino's Pizza,Taco Mexicana Non Veg,135.0,2019-04-24
Domino's Pizza,Taco Mexicana Veg,125.0,2019-04-24
McDonald's (Fun Republic),Fruit Splash,94.0,2019-04-24
McDonald's (Fun Republic),Chicken Kebab Burger,212.0,2019-04-24
Domino's Pizza,Crunchy Strips,59.0,2019-04-24
Domino's Pizza,Crinkle Fries,59.0,2019-04-24
Domino's Pizza,Boneless Chicken Wings Peri-Peri,139.0,2019-04-24
Domino's Pizza,Taco Mexicana Non Veg,135.0,2019-04-24
Domino's Pizza,Taco Mexicana-Veg (Single),59.0,2019-04-24
Domino's Pizza,Crunchy Strips,59.0,2019-04-24
Domino's Pizza,Taco Mexicana-Veg (Single),59.0,2019-04-24
Domino's Pizza,Crunchy Strips,59.0,2019-04-24
Domino's Pizza,Taco Mexicana Non Veg,135.0,2019-04-24
Domino's Pizza,Taco Mexicana Veg,125.0,2019-04-24
McDonald's (Kalina),Chatpata Naan - Kebab,71.0,2019-04-24
McDonald's (Kalina),Chatpata Naan - Aloo,57.0,2019-04-24
McDonald's (Borivali),Chicken Kebab Burger,212.0,2019-04-24
McDonald's (Borivali),Chicken Kebab Wrap,74.0,2019-04-24
McDonald's (Unity Heights),Chatpata Naan - Kebab,71.0,2019-04-24
McDonald's (Unity Heights),Chicken Strips,71.0,2019-04-24
Domino's Pizza,Crunchy Strips,59.0,2019-04-24
Domino's Pizza,Crinkle Fries,59.0,2019-04-24
McDonald's (Kalyan Shelar),Chicken Strips,71.0,2019-04-24
McDonald's (Kalyan Shelar),Mexican Aloo wrap,63.0,2019-04-24
Domino's Pizza,Meal for 1 - Veg,269.0,2019-04-24
Domino's Pizza,Meal for 1 - Non-veg,269.0,2019-04-24
Domino's Pizza,Taco Mexicana-Veg (Single),59.0,2019-04-24
Domino's Pizza,Crunchy Strips,59.0,2019-04-24
McDonald's (Dahisar Link Road),Chatpata Naan - Kebab,71.0,2019-04-24
McDonald's (Dahisar Link Road),Chicken Strips,71.0,2019-04-24
Domino's Pizza,Meal for 2 - Non-veg,449.0,2019-04-24
Domino's Pizza,Pizza Feast - Veg,849.0,2019-04-24
Domino's Pizza,Classic Combo - Veg,199.0,2019-04-24
Domino's Pizza,Classic Combo - Non-veg,199.0,2019-04-24
Domino's Pizza,Potato Cheese Shots,59.0,2019-04-24
Domino's Pizza,Taco Mexicana-Veg (Single),59.0,2019-04-24
McDonald's (Fun Republic),Chicken Kebab Wrap,74.0,2019-04-24
McDonald's (Fun Republic),Chatpata Naan - Kebab,71.0,2019-04-24
Domino's Pizza,Brownie Fantasy,59.0,2019-04-24
Domino's Pizza,Classic Combo - Veg,199.0,2019-04-24
Domino's Pizza,Taco Mexicana Veg,125.0,2019-04-24
Domino's Pizza,Potato Cheese Shots,59.0,2019-04-24
Domino's Pizza,Crinkle Fries,59.0,2019-04-24
Domino's Pizza,Brownie Fantasy,59.0,2019-04-24
Domino's Pizza,Crinkle Fries,59.0,2019-04-24
Domino's Pizza,Brownie Fantasy,59.0,2019-04-24
Domino's Pizza,Potato Cheese Shots,59.0,2019-04-24
Domino's Pizza,Taco Mexicana-Veg (Single),59.0,2019-04-24
McDonald's (Kalina),Big Spicy Chicken,325.0,2019-04-24
McDonald's (Kalina),New Chicken Maharaja Mac,325.0,2019-04-24
McDonald's (Borivali),Chatpata Naan - Kebab,71.0,2019-04-24
McDonald's (Borivali),Chicken Strips,71.0,2019-04-24
McDonald's (Unity Heights),Mexican Aloo wrap,63.0,2019-04-24
McDonald's (Unity Heights),Mexican McAloo Tikki with Whole Wheat Bun,58.0,2019-04-24
Domino's Pizza,Brownie Fantasy,59.0,2019-04-24
Domino's Pizza,Classic Combo - Veg,199.0,2019-04-24
McDonald's (Kalyan Shelar),Mexican McAloo Tikki with Whole Wheat Bun,58.0,2019-04-24
McDonald's (Kalyan Shelar),Chatpata Naan - Aloo,57.0,2019-04-24
Domino's Pizza,Meal for 2 - Veg - Farmhouse,449.0,2019-04-24
Domino's Pizza,Meal for 2 - Veg - Peppy Paneer,449.0,2019-04-24
Domino's Pizza,Crinkle Fries,59.0,2019-04-24
Domino's Pizza,Brownie Fantasy,59.0,2019-04-24
McDonald's (Dahisar Link Road),Mexican Aloo wrap,63.0,2019-04-24
McDonald's (Dahisar Link Road),Mexican McAloo Tikki with Whole Wheat Bun,58.0,2019-04-24
Domino's Pizza,Meal for 1 - Veg,269.0,2019-04-24
Domino's Pizza,Meal for 1 - Non-veg,269.0,2019-04-24
Domino's Pizza,Crunchy Strips,59.0,2019-04-24
Domino's Pizza,Crinkle Fries,59.0,2019-04-24
McDonald's (Fun Republic),Chicken Strips,71.0,2019-04-24
McDonald's (Fun Republic),Mexican Aloo wrap,63.0,2019-04-24
Domino's Pizza,Classic Combo - Non-veg,199.0,2019-04-24
Domino's Pizza,Meal for 1 - Veg,269.0,2019-04-24
Domino's Pizza,Taco Mexicana-Veg (Single),59.0,2019-04-24
Domino's Pizza,Crunchy Strips,59.0,2019-04-24
Domino's Pizza,Classic Combo - Veg,199.0,2019-04-24
Domino's Pizza,Classic Combo - Non-veg,199.0,2019-04-24
Domino's Pizza,Classic Combo - Veg,199.0,2019-04-24
Domino's Pizza,Classic Combo - Non-veg,199.0,2019-04-24
Domino's Pizza,Crunchy Strips,59.0,2019-04-24
Domino's Pizza,Crinkle Fries,59.0,2019-04-24
McDonald's (Kalina),Veg Maharaja Mac,316.0,2019-04-24
McDonald's (Kalina),Big Spicy Paneer,316.0,2019-04-24
McDonald's (Borivali),Mexican Aloo wrap,63.0,2019-04-24
McDonald's (Borivali),Mexican McAloo Tikki with Whole Wheat Bun,58.0,2019-04-24
McDonald's (Unity Heights),Chatpata Naan - Aloo,57.0,2019-04-24
McDonald's (Unity Heights),Mexican McAlooTikki,186.0,2019-04-24
Domino's Pizza,Classic Combo - Non-veg,199.0,2019-04-24
Domino's Pizza,Meal for 1 - Veg,269.0,2019-04-24
McDonald's (Kalyan Shelar),Mexican McAlooTikki,186.0,2019-04-24
McDonald's (Kalyan Shelar),McAloo Tikki with Whole Wheat Bun,42.0,2019-04-24
Domino's Pizza,Meal for 2 - Non-veg,449.0,2019-04-24
Domino's Pizza,Pizza Feast - Veg,849.0,2019-04-24
Domino's Pizza,Classic Combo - Veg,199.0,2019-04-24
Domino's Pizza,Classic Combo - Non-veg,199.0,2019-04-24
McDonald's (Dahisar Link Road),Chatpata Naan - Aloo,57.0,2019-04-24
McDonald's (Dahisar Link Road),Mexican McAlooTikki,186.0,2019-04-24
Domino's Pizza,Meal for 2 - Veg - Farmhouse,449.0,2019-04-24
Domino's Pizza,Meal for 2 - Veg - Peppy Paneer,449.0,2019-04-24
Domino's Pizza,Brownie Fantasy,59.0,2019-04-24
Domino's Pizza,Classic Combo - Veg,199.0,2019-04-24
McDonald's (Fun Republic),Chatpata Naan - Aloo,57.0,2019-04-24
McDonald's (Fun Republic),Mexican McAloo Tikki with Whole Wheat Bun,58.0,2019-04-24
Domino's Pizza,Meal for 1 - Non-veg,269.0,2019-04-24
Domino's Pizza,Meal for 2 - Veg - Farmhouse,449.0,2019-04-24
Domino's Pizza,Crinkle Fries,59.0,2019-04-24
Domino's Pizza,Brownie Fantasy,59.0,2019-04-24
Domino's Pizza,Meal for 1 - Veg,269.0,2019-04-24
Domino's Pizza,Meal for 1 - Non-veg,269.0,2019-04-24
Domino's Pizza,Meal for 1 - Veg,269.0,2019-04-24
Domino's Pizza,Meal for 1 - Non-veg,269.0,2019-04-24
Domino's Pizza,Brownie Fantasy,59.0,2019-04-24
Domino's Pizza,Classic Combo - Veg,199.0,2019-04-24
McDonald's (Kalina),McSpicy Paneer,283.0,2019-04-24
McDonald's (Kalina),McSpicy Chicken,288.0,2019-04-24
McDonald's (Borivali),Chatpata Naan - Aloo,57.0,2019-04-24
McDonald's (Borivali),Mexican McAlooTikki,186.0,2019-04-24
McDonald's (Unity Heights),McAloo Tikki with Whole Wheat Bun,42.0,2019-04-24
McDonald's (Unity Heights),Masala Wedges,104.0,2019-04-24
Domino's Pizza,Meal for 1 - Non-veg,269.0,2019-04-24
Domino's Pizza,Meal for 2 - Veg - Farmhouse,449.0,2019-04-24
McDonald's (Kalyan Shelar),Masala Wedges,104.0,2019-04-24
McDonald's (Kalyan Shelar),Big Spicy Chicken,325.0,2019-04-24
Domino's Pizza,Meal for 1 - Veg,269.0,2019-04-24
Domino's Pizza,Meal for 1 - Non-veg,269.0,2019-04-24
McDonald's (Dahisar Link Road),McAloo Tikki with Whole Wheat Bun,42.0,2019-04-24
McDonald's (Dahisar Link Road),Masala Wedges,104.0,2019-04-24
Domino's Pizza,Meal for 2 - Non-veg,449.0,2019-04-24
Domino's Pizza,Pizza Feast - Veg,849.0,2019-04-24
Domino's Pizza,Classic Combo - Non-veg,199.0,2019-04-24
Domino's Pizza,Meal for 1 - Veg,269.0,2019-04-24
McDonald's (Fun Republic),Mexican McAlooTikki,186.0,2019-04-24
McDonald's (Fun Republic),McAloo Tikki with Whole Wheat Bun,42.0,2019-04-24
Domino's Pizza,Meal for 2 - Veg - Peppy Paneer,449.0,2019-04-24
Domino's Pizza,Meal for 2 - Non-veg,449.0,2019-04-24
Domino's Pizza,Classic Combo - Veg,199.0,2019-04-24
Domino's Pizza,Classic Combo - Non-veg,199.0,2019-04-24
Domino's Pizza,Meal for 2 - Veg - Farmhouse,449.0,2019-04-24
Domino's Pizza,Meal for 2 - Veg - Peppy Paneer,449.0,2019-04-24
Domino's Pizza,Meal for 2 - Veg - Farmhouse,449.0,2019-04-24
Domino's Pizza,Meal for 2 - Veg - Peppy Paneer,449.0,2019-04-24
Domino's Pizza,Classic Combo - Non-veg,199.0,2019-04-24
Domino's Pizza,Meal for 1 - Veg,269.0,2019-04-24
McDonald's (Kalina),Filet-O-Fish,271.0,2019-04-24
McDonald's (Kalina),Chicken McNuggets,322.0,2019-04-24
McDonald's (Borivali),McAloo Tikki with Whole Wheat Bun,42.0,2019-04-24
McDonald's (Borivali),Masala Wedges,104.0,2019-04-24
McDonald's (Unity Heights),Big Spicy Chicken,325.0,2019-04-24
McDonald's (Unity Heights),New Chicken Maharaja Mac,325.0,2019-04-24
Domino's Pizza,Meal for 2 - Veg - Peppy Paneer,449.0,2019-04-24
Domino's Pizza,Meal for 2 - Non-veg,449.0,2019-04-24
McDonald's (Kalyan Shelar),New Chicken Maharaja Mac,325.0,2019-04-24
McDonald's (Kalyan Shelar),Veg Maharaja Mac,316.0,2019-04-24
Domino's Pizza,Meal for 2 - Veg - Farmhouse,449.0,2019-04-24
McDonald's (Dahisar Link Road),Big Spicy Chicken,325.0,2019-04-24
McDonald's (Dahisar Link Road),New Chicken Maharaja Mac,325.0,2019-04-24
Domino's Pizza,Meal for 1 - Non-veg,269.0,2019-04-24
Domino's Pizza,Meal for 2 - Veg - Farmhouse,449.0,2019-04-24
McDonald's (Fun Republic),Masala Wedges,104.0,2019-04-24
McDonald's (Fun Republic),Choco hazelnut Shake,179.0,2019-04-24
Domino's Pizza,Pizza Feast - Veg,849.0,2019-04-24
Domino's Pizza,Meal for 1 - Veg,269.0,2019-04-24
Domino's Pizza,Meal for 1 - Non-veg,269.0,2019-04-24
Domino's Pizza,Meal for 2 - Non-veg,449.0,2019-04-24
Domino's Pizza,Pizza Feast - Veg,849.0,2019-04-24
Domino's Pizza,Meal for 2 - Non-veg,449.0,2019-04-24
Domino's Pizza,Pizza Feast - Veg,849.0,2019-04-24
Domino's Pizza,Meal for 1 - Non-veg,269.0,2019-04-24
Domino's Pizza,Meal for 2 - Veg - Farmhouse,449.0,2019-04-24
McDonald's (Kalina),American Cheese Supreme - Chicken,261.0,2019-04-24
McDonald's (Kalina),Salad Wrap,255.0,2019-04-24
McDonald's (Borivali),Big Spicy Chicken,325.0,2019-04-24
McDonald's (Borivali),New Chicken Maharaja Mac,325.0,2019-04-24
McDonald's (Unity Heights),,316.0,2019-04-24
McDonald's (Unity Heights),Big Spicy Paneer,316.0,2019-04-24
Domino's Pizza,Pizza Feast - Veg,849.0,2019-04-24
McDonald's (Kalyan Shelar),Big Spicy Paneer,316.0,2019-04-24
Domino's Pizza,Meal for 2 - Veg - Peppy Paneer,449.0,2019-04-24
Domino's Pizza,Meal for 2 - Non-veg,449.0,2019-04-24
McDonald's (Dahisar Link Road),Veg Maharaja Mac,316.0,2019-04-24
McDonald's (Dahisar Link Road),Big Spicy Paneer,316.0,2019-04-24
Domino's Pizza,Meal for 2 - Veg - Peppy Paneer,449.0,2019-04-24
Domino's Pizza,Meal for 2 - Non-veg,449.0,2019-04-24
McDonald's (Fun Republic),Oreo Cookie & Cream Shake,179.0,2019-04-24
McDonald's (Fun Republic),McCafe Hot coffee,185.0,2019-04-24
Domino's Pizza,Meal for 2 - Veg - Farmhouse,449.0,2019-04-24
Domino's Pizza,Meal for 2 - Veg - Peppy Paneer,449.0,2019-04-24
Domino's Pizza,Meal for 2 - Veg - Peppy Paneer,449.0,2019-04-24
Domino's Pizza,Meal for 2 - Non-veg,449.0,2019-04-24
McDonald's (Kalina),McChicken,246.0,2019-04-24
McDonald's (Kalina),American Cheese Supreme - Veg,246.0,2019-04-24
McDonald's (Borivali),Veg Maharaja Mac,316.0,2019-04-24
McDonald's (Unity Heights),McSpicy Chicken,288.0,2019-04-24
McDonald's (Unity Heights),McSpicy Paneer,283.0,2019-04-24
McDonald's (Kalyan Shelar),McSpicy Chicken,288.0,2019-04-24
Domino's Pizza,Pizza Feast - Veg,849.0,2019-04-24
McDonald's (Dahisar Link Road),,288.0,2019-04-24
McDonald's (Dahisar Link Road),McSpicy Paneer,283.0,2019-04-24
Domino's Pizza,Pizza Feast - Veg,849.0,2019-04-24
McDonald's (Fun Republic),Big Spicy Chicken,325.0,2019-04-24
McDonald's (Fun Republic),New Chicken Maharaja Mac,325.0,2019-04-24
Domino's Pizza,Meal for 2 - Non-veg,449.0,2019-04-24
Domino's Pizza,Pizza Feast - Veg,849.0,2019-04-24
Domino's Pizza,Pizza Feast - Veg,849.0,2019-04-24
McDonald's (Kalina),McVeggie,233.0,2019-04-24
McDonald's (Kalina),Mexican Aloo wrap,201.0,2019-04-24
McDonald's (Borivali),Big Spicy Paneer,316.0,2019-04-24
McDonald's (Borivali),McSpicy Chicken,288.0,2019-04-24
McDonald's (Unity Heights),Filet-O-Fish,271.0,2019-04-24
McDonald's (Unity Heights),Chicken McNuggets,322.0,2019-04-24
McDonald's (Kalyan Shelar),McSpicy Paneer,283.0,2019-04-24
McDonald's (Kalyan Shelar),Filet-O-Fish,271.0,2019-04-24
McDonald's (Dahisar Link Road),Filet-O-Fish,271.0,2019-04-24
McDonald's (Dahisar Link Road),Chicken McNuggets,300.0,2019-04-24
McDonald's (Fun Republic),Veg Maharaja Mac,316.0,2019-04-24
McDonald's (Fun Republic),Big Spicy Paneer,316.0,2019-04-24
McDonald's (Kalina),Chicken Kebab Burger,212.0,2019-04-24
McDonald's (Kalina),Chicken Kebab Wrap,212.0,2019-04-24
McDonald's (Borivali),McSpicy Paneer,283.0,2019-04-24
McDonald's (Borivali),Filet-O-Fish,271.0,2019-04-24
McDonald's (Unity Heights),American Cheese Supreme - Chicken,261.0,2019-04-24
McDonald's (Unity Heights),Salad Wrap,255.0,2019-04-24
McDonald's (Kalyan Shelar),Chicken McNuggets,300.0,2019-04-24
McDonald's (Kalyan Shelar),American Cheese Supreme - Chicken,261.0,2019-04-24
McDonald's (Dahisar Link Road),American Cheese Supreme - Chicken,261.0,2019-04-24
McDonald's (Dahisar Link Road),Salad Wrap,255.0,2019-04-24
McDonald's (Fun Republic),McSpicy Paneer,283.0,2019-04-24
McDonald's (Fun Republic),McSpicy Chicken,288.0,2019-04-24
McDonald's (Kalina),Mexican McAlooTikki,186.0,2019-04-24
McDonald's (Kalina),Wheat Bun Meals,298.0,2019-04-24
McDonald's (Borivali),Chicken McNuggets,300.0,2019-04-24
McDonald's (Borivali),American Cheese Supreme - Chicken,261.0,2019-04-24
McDonald's (Unity Heights),McChicken,246.0,2019-04-24
McDonald's (Unity Heights),American Cheese Supreme - Veg,246.0,2019-04-24
McDonald's (Kalyan Shelar),Salad Wrap,255.0,2019-04-24
McDonald's (Kalyan Shelar),McChicken,246.0,2019-04-24
McDonald's (Dahisar Link Road),McChicken,246.0,2019-04-24
McDonald's (Dahisar Link Road),American Cheese Supreme - Veg,246.0,2019-04-24
McDonald's (Fun Republic),Filet-O-Fish,271.0,2019-04-24
McDonald's (Fun Republic),Chicken McNuggets,322.0,2019-04-24
McDonald's (Kalina),Chatpata Naan - Kebab,209.0,2019-04-24
McDonald's (Borivali),Salad Wrap,255.0,2019-04-24
McDonald's (Borivali),McChicken,246.0,2019-04-24
McDonald's (Unity Heights),,233.0,2019-04-24
McDonald's (Kalyan Shelar),American Cheese Supreme - Veg,246.0,2019-04-24
McDonald's (Kalyan Shelar),McVeggie,233.0,2019-04-24
McDonald's (Dahisar Link Road),McVeggie,233.0,2019-04-24
McDonald's (Fun Republic),American Cheese Supreme - Chicken,261.0,2019-04-24
McDonald's (Fun Republic),Salad Wrap,255.0,2019-04-24
McDonald's (Kalina),Chatpata Naan - Aloo,195.0,2019-04-24
McDonald's (Borivali),American Cheese Supreme - Veg,246.0,2019-04-24
McDonald's (Borivali),,233.0,2019-04-24
McDonald's (Unity Heights),Chicken Kebab Burger,212.0,2019-04-24
McDonald's (Unity Heights),Chicken Kebab Wrap,212.0,2019-04-24
McDonald's (Kalyan Shelar),Chicken Kebab Burger,212.0,2019-04-24
McDonald's (Kalyan Shelar),Chicken Kebab Wrap,212.0,2019-04-24
McDonald's (Dahisar Link Road),Chicken Kebab Burger,212.0,2019-04-24
McDonald's (Dahisar Link Road),Chicken Kebab Wrap,212.0,2019-04-24
McDonald's (Fun Republic),McChicken,246.0,2019-04-24
McDonald's (Kalina),American Cheese Supreme - Chicken,186.0,2019-04-24
McDonald's (Kalina),McChicken,186.0,2019-04-24
McDonald's (Borivali),Chicken Kebab Burger,212.0,2019-04-24
McDonald's (Borivali),Chicken Kebab Wrap,212.0,2019-04-24
McDonald's (Unity Heights),Chatpata Naan - Kebab,209.0,2019-04-24
McDonald's (Unity Heights),Mexican Aloo wrap,201.0,2019-04-24
McDonald's (Kalyan Shelar),Chatpata Naan - Kebab,209.0,2019-04-24
McDonald's (Kalyan Shelar),Mexican Aloo wrap,201.0,2019-04-24
McDonald's (Dahisar Link Road),Chatpata Naan - Kebab,209.0,2019-04-24
McDonald's (Dahisar Link Road),Mexican Aloo wrap,201.0,2019-04-24
McDonald's (Fun Republic),American Cheese Supreme - Veg,246.0,2019-04-24
McDonald's (Fun Republic),Chicken Kebab Burger,212.0,2019-04-24
McDonald's (Kalina),American Cheese Supreme - Veg,201.0,2019-04-24
McDonald's (Kalina),Chicken Strips,251.0,2019-04-24
McDonald's (Borivali),Chatpata Naan - Kebab,209.0,2019-04-24
McDonald's (Borivali),Mexican Aloo wrap,201.0,2019-04-24
McDonald's (Unity Heights),Chatpata Naan - Aloo,195.0,2019-04-24
McDonald's (Unity Heights),Mexican McAlooTikki,186.0,2019-04-24
McDonald's (Kalyan Shelar),Chatpata Naan - Aloo,195.0,2019-04-24
McDonald's (Kalyan Shelar),Mexican McAlooTikki,186.0,2019-04-24
McDonald's (Dahisar Link Road),Chatpata Naan - Aloo,195.0,2019-04-24
McDonald's (Dahisar Link Road),Mexican McAlooTikki,186.0,2019-04-24
McDonald's (Fun Republic),Chicken Kebab Wrap,212.0,2019-04-24
McDonald's (Kalina),Wheat Bun Happy Meals,196.0,2019-04-24
McDonald's (Borivali),Chatpata Naan - Aloo,195.0,2019-04-24
McDonald's (Unity Heights),Wheat Bun Meals,298.0,2019-04-24
McDonald's (Kalyan Shelar),Wheat Bun Meals,298.0,2019-04-24
McDonald's (Dahisar Link Road),Wheat Bun Meals,298.0,2019-04-24
McDonald's (Fun Republic),McVeggie,233.0,2019-04-24
McDonald's (Kalina),Masala Wedges,182.0,2019-04-24
McDonald's (Borivali),Mexican McAlooTikki,186.0,2019-04-24
McDonald's (Unity Heights),American Cheese Supreme - Veg,201.0,2019-04-24
McDonald's (Kalyan Shelar),American Cheese Supreme - Veg,201.0,2019-04-24
McDonald's (Dahisar Link Road),American Cheese Supreme - Veg,201.0,2019-04-24
McDonald's (Fun Republic),Chatpata Naan - Kebab,209.0,2019-04-24
McDonald's (Kalina),McVeggie,173.0,2019-04-24
McDonald's (Borivali),Wheat Bun Meals,298.0,2019-04-24
McDonald's (Unity Heights),American Cheese Supreme - Chicken,186.0,2019-04-24
McDonald's (Kalyan Shelar),American Cheese Supreme - Chicken,186.0,2019-04-24
McDonald's (Dahisar Link Road),American Cheese Supreme - Chicken,186.0,2019-04-24
McDonald's (Dahisar Link Road),McChicken,186.0,2019-04-24
McDonald's (Fun Republic),Mexican Aloo wrap,201.0,2019-04-24
McDonald's (Fun Republic),Chatpata Naan - Aloo,195.0,2019-04-24
McDonald's (Kalina),Chatpata Naan - Kebab,149.0,2019-04-24
McDonald's (Kalina),Chatpata Naan - Aloo,135.0,2019-04-24
McDonald's (Borivali),American Cheese Supreme - Veg,201.0,2019-04-24
McDonald's (Borivali),American Cheese Supreme - Chicken,186.0,2019-04-24
McDonald's (Unity Heights),McChicken,186.0,2019-04-24
McDonald's (Unity Heights),McVeggie,173.0,2019-04-24
McDonald's (Kalyan Shelar),McChicken,186.0,2019-04-24
